1997,199714A1-15K1Omyrsi,05.08.97,Norway,Finnmark,"N.-Varanger, Sandfjord","70,7833333333","29,25",7,myrsinites,Linnaeus 1753,Pontania,myrsiniticola,Pontania myrsiniticola,Omyrsi,Kopelke 1991,RK4,Leaf midrib pea gall,258,3,255,78,177,"0,3058823529",,,,,,,,,,,,,,,,,,,,,,6,,,,,31,,,,,,,,,,,37,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
1997,199715M1-28RObridg,14.08.97,Norway,Nordland,"Lofot, Sandsletta","68,3333333333","14,4833333333",77,caprea,Linnaeus 1753,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,141,4,137,90,47,"0,6569343066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,16,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,
1997,199728T-29FOherba,16.08.97,Norway,Nordland,Polarkreis II,"66,6","15,3666666667",681,herbacea,Linnaeus 1753,Pontania,herbaceae,Pontania herbaceae,Oherba,(Cameron 1876),RK2,Leaf midrib bean gall,194,7,187,79,108,"0,422459893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,2,,,,,,,,,,,,,,4,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199729G-UOlappo,22.08.97,Norway,Oppland,"Jotunheimen, Breiseterdalen","61,6","8,0333333333",798,lapponum,Linnaeus 1753,Pontania,lapponica,Pontania lapponica,Olappo,Malaise 1920,RK2,Leaf midrib bean gall,104,0,104,44,60,"0,4230769231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,4,,,,17,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199729V-V1Oarcti,22.08.97,Norway,Oppland,"Jotunheimen, Breiseterdalen","61,6","8,0333333333",798,phylicifolia,Linnaeus 1753,Pontania,arcticornis,Pontania arcticornis,Oarcti,Konow 1904,RK4,Leaf midrib pea gall,126,4,122,0,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199730A-LEvenus,23.08.97,Norway,Sogn og Fjordane,Jostedalen,"61,65","7,25",247,caprea,Linnaeus 1753,Euura,venusta,Euura venusta,Evenus,(Brischke 1883),Blattstiel,Petiole gall,61,10,51,5,46,"0,0980392157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199730F1-J1Oglabr,22.08.97,Norway,Oppland,"Jotunheimen, Breiseterdalen","61,6","8,0333333333",798,lanata,Linnaeus 1753,Pontania,glabrifrons,Pontania glabrifrons,Oglabr,Benson 1960,RK4,Leaf midrib pea gall,22,5,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199730K1-V1Otrian,19.08.97,Norway,N.-Trondelag,Stiklestad,"63,7833333333","11,45",5,triandra,Linnaeus 1753,Pontania,triandrae,Pontania triandrae,Otrian,Benson 1941,RK3,Leaf blade bean gall,48,17,31,4,27,"0,1290322581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199730M-UOnival,22.08.97,Norway,Oppland,"Jotunheimen, Breiseterdalen","61,6","8,0333333333",798,glauca,Linnaeus 1753,Pontania,nivalis,Pontania nivalis,Onival,Vikberg 1970,RK4,Leaf midrib pea gall,34,0,34,1,33,"0,0294117647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199730W-E1Oglauc,22.08.97,Norway,Oppland,"Jotunheimen, Breiseterdalen","61,6","8,0333333333",798,glauca,Linnaeus 1753,Pontania,glaucae,Pontania glaucae,Oglauc,Kopelke 1994,RK1,Leaf blade sausage gall,54,8,46,10,36,"0,2173913043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199731A1-I1Olappo,10.08.97,Finland,Lappin,Kilpisjärvi,"69,05","20,7833333333",522,lapponum,Linnaeus 1753,Pontania,lapponica,Pontania lapponica,Olappo,Malaise 1920,RK2,Leaf midrib bean gall,41,5,36,15,21,"0,4166666667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199731A-CObridg,19.08.97,Norway,N.-Trondelag,Heimhulhatten,"63,9333333333","10,9",448,aurita,Linnaeus 1753,Pontania,bridgmanii,Pontania bridgmanii,Obridg,(Cameron 1883),RK3,Leaf blade bean gall,13,10,3,2,1,"0,6666666667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
1997,199731D-FObella,19.08.97,Norway,N.-Trondelag,Heimhulhatten,"63,9333333333","10,9",448,aurita,Linnaeus 1753,Pontania,bella,Pontania bella,Obella,(Zaddach 1876),RK4,Leaf midrib pea gall,14,7,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199731H-QOhasta,17.08.97,Norway,Nordland,Korgfjellet,"66,0333333333","13,6833333333",557,hastata,Linnaeus 1753,Pontania,hastatae,Pontania hastatae,Ohasta,Vikberg 1970,RK4,Leaf midrib pea gall,51,0,51,5,46,"0,0980392157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199731K1-32FOlappo,16.08.97,Norway,Nordland,Polarkreis II,"66,6","15,3666666667",681,lapponum,Linnaeus 1753,Pontania,lapponica,Pontania lapponica,Olappo,Malaise 1920,RK2,Leaf midrib bean gall,91,10,81,14,67,"0,1728395062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199731S-XOretic,17.08.97,Norway,Nordland,Korgfjellet,"66,0333333333","13,6833333333",557,reticulata,Linnaeus 1753,Pontania,reticulatae,Pontania reticulatae,Oretic,Malaise 1920,RK4,Leaf midrib pea gall,22,2,20,3,17,"0,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199732H-TOglauc,17.08.97,Norway,Nordland,Korgfjellet,"66,0333333333","13,6833333333",557,glauca,Linnaeus 1753,Pontania,glaucae,Pontania glaucae,Oglauc,Kopelke 1994,RK1,Leaf blade sausage gall,75,10,65,37,28,"0,5692307692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,17,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199732M1-33HOhasta,16.08.97,Norway,Nordland,Fauske,"67,2666666667","15,3833333333",45,hastata,Linnaeus 1753,Pontania,hastatae,Pontania hastatae,Ohasta,Vikberg 1970,RK4,Leaf midrib pea gall,71,15,56,18,38,"0,3214285714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,13,,,,,,,,
1997,199732V-K1Olappo,16.08.97,Norway,Nordland,Polarkreis II,"66,6","15,3666666667",681,lapponum,Linnaeus 1753,Pontania,lapponica,Pontania lapponica,Olappo,Malaise 1920,RK2,Leaf midrib bean gall,93,36,57,3,54,"0,0526315789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199733J-V1Osamol,01.08.97,Sweden,Västerbotten,Taernaby / Tjamerev.,"65,7","15,2666666667",495,lapponum,Linnaeus 1753,Pontania,samolad,Pontania samolad,Osamol,Malaise 1920,RK4,Leaf midrib pea gall,192,18,174,151,23,"0,867816092",,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,14,,4,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1997,199734A-O1Oproxi,21.09.97,Germany,Hessen,Ortenberg I,"50,3333333333","9,0333333333",148,fragilis,Linnaeus 1753,Pontania,proxima,Pontania proxima,Oproxi,(Serville 1823),RK3,Leaf blade bean gall,206,38,168,156,12,"0,9285714286",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,24,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,11,,,,,95,,,
1997,199734Q1-35HEvenus,15.09.97,Austria,Niederösterreich,Schrems-Pürbach,"48,75","15,0833333333",531,caprea,Linnaeus 1753,Euura,venusta,Euura venusta,Evenus,(Brischke 1883),Blattstiel,Petiole gall,75,0,75,21,54,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199735J-36CEvenus,15.09.97,Austria,Niederösterreich,Schrems-Pürbach,"48,75","15,0833333333",531,aurita,Linnaeus 1753,Euura,venusta,Euura venusta,Evenus,(Brischke 1883),Blattstiel,Petiole gall,329,14,315,41,274,"0,1301587302",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199736H1-V1Ovimin,21.09.97,Germany,Hessen,Ortenberg I,"50,3333333333","9,0333333333",148,purpurea,Linnaeus 1753,Pontania,viminalis,Pontania viminalis,Ovimin,(Linnaeus 1758),RK4,Leaf midrib pea gall,76,15,61,29,32,"0,4754098361",,,,,,,,,,,,,,,,,,,,,,10,,,,,4,,,,,10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
1997,199742A1-T1Ovimin,27.09.97,Italy,Sardinien,"Riu Malliu, bei Cagliari","39,2333333333","9,0166666667",1,purpurea,Linnaeus 1753,Pontania,viminalis,Pontania viminalis,Ovimin,(Linnaeus 1758),RK4,Leaf midrib pea gall,96,3,93,28,65,"0,3010752688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199742A-VOvimin,27.09.97,Italy,Sardinien,"Riu di Pula, bei Cagliari",39,9,5,purpurea,Linnaeus 1753,Pontania,viminalis,Pontania viminalis,Ovimin,(Linnaeus 1758),RK4,Leaf midrib pea gall,109,2,107,43,64,"0,4018691589",,,,,,,,,,,,,,,,,,,,,,18,,,3,,1,,,,,3,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,199743A-ZOvimin,27.09.97,Italy,Sardinien,"F. Corogiu, Tortoli","39,9166666667","9,6333333333",17,purpurea,Linnaeus 1753,Pontania,viminalis,Pontania viminalis,Ovimin,(Linnaeus 1758),RK4,Leaf midrib pea gall,132,2,130,2,128,"0,0153846154",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ01Ephyli,05.08.97,Norway,Finnmark,"N.-Varanger, Tanabru","70,1833333333","28,2",126,phylicifolia,Linnaeus 1753,Euura,phylicifoliae,Euura phylicifoliae,Ephyli,Kopelke 2001,Knospe,Bud gall,35,0,35,12,23,"0,3428571429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ02Ephyli,06.08.97,Norway,Finnmark,"N.-Varanger, Tanabru","70,1833333333","28,2",126,phylicifolia,Linnaeus 1753,Euura,phylicifoliae,Euura phylicifoliae,Ephyli,Kopelke 2001,Knospe,Bud gall,42,0,42,10,32,"0,2380952381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ03Elappo,06.08.97,Norway,Finnmark,"N.-Varanger, Tanabru","70,1833333333","28,2",126,lapponum,Linnaeus 1753,Euura,lappo,Euura lappo,Elappo,Malaise 1920,Knospe,Bud gall,91,0,91,38,53,"0,4175824176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ04Elanat,06.08.97,Norway,Finnmark,"N.-Varanger, Tanabru","70,1833333333","28,2",126,lanata,Linnaeus 1753,Euura,lanatae,Euura lanatae,Elanat,Malaise 1920,Knospe,Bud gall,72,0,72,21,51,"0,2916666667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ05Eboreo,06.08.97,Norway,Finnmark,"S.-Varanger, Nyelv","70,0666666667","28,8333333333",5,glauca,Linnaeus 1753,Euura,boreoalpina,Euura boreoalpina,Eboreo,Kopelke 2001,Knospe,Bud gall,59,0,59,32,27,"0,5423728814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ06Ehasta,06.08.97,Norway,Finnmark,"N.-Varanger, Tanabru","70,1833333333","28,2",126,hastata,Linnaeus 1753,Euura,hastatae,Euura hastatae,Ehasta,Malaise 1920,Knospe,Bud gall,33,0,33,16,17,"0,4848484848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ07Emyrti,07.08.97,Norway,Finnmark,"S.-Varanger, Vaggatem","69,2666666667","29,25",54,myrtilloides,Linnaeus 1753,Euura,myrtilloides,Euura myrtilloides,Emyrti,Kopelke 1996,Sproß,Shoot gall,19,4,15,14,1,"0,9333333333",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ08Emyrti,07.08.97,Norway,Finnmark,"S.-Varanger, Vaggatem, Elentj.","69,2","29,1166666667",69,myrtilloides,Linnaeus 1753,Euura,myrtilloides,Euura myrtilloides,Emyrti,Kopelke 1996,Sproß,Shoot gall,38,9,29,21,8,"0,724137931",,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ09Esmyrt,07.08.97,Norway,Finnmark,"S.-Varanger, Vaggatem, Elentj.","69,2","29,1166666667",69,myrtilloides,Linnaeus 1753,Euura,E. sp. / S. myrtilloides,Euura E. sp. / S. myrtilloides,Esmyrt,nicht vorh,Knospe,Bud gall,16,0,16,15,1,"0,9375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ10Esmyrt,07.08.97,Norway,Finnmark,"S.-Varanger, Vaggatem","69,2666666667","29,25",54,myrtilloides,Linnaeus 1753,Euura,E. sp. / S. myrtilloides,Euura E. sp. / S. myrtilloides,Esmyrt,nicht vorh,Knospe,Bud gall,11,0,11,8,3,"0,7272727273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ11Elappo,07.08.97,Norway,Finnmark,"S.-Varanger, Nyrud","69,1333333333","29,2166666667",57,lapponum,Linnaeus 1753,Euura,lappo,Euura lappo,Elappo,Malaise 1920,Knospe,Bud gall,69,1,68,46,22,"0,6764705882",,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ12Elappo,07.08.97,Norway,Finnmark,"S.-Varanger, Vaggatem, Elentj.","69,2","29,1166666667",69,lapponum,Linnaeus 1753,Euura,lappo,Euura lappo,Elappo,Malaise 1920,Knospe,Bud gall,37,0,37,23,14,"0,6216216216",,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ13Esmyrt,08.08.97,Norway,Finnmark,"S.-Varanger, Svanvik","69,45","30,05",16,myrtilloides,Linnaeus 1753,Euura,E. sp. / S. myrtilloides,Euura E. sp. / S. myrtilloides,Esmyrt,nicht vorh,Knospe,Bud gall,21,0,21,15,6,"0,7142857143",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ14Esmyrs,08.08.97,Norway,Finnmark,"S.-Varanger, Svanvik","69,45","30,05",16,myrsinites,Linnaeus 1753,Euura,E. sp. / S. myrsinites,Euura E. sp. / S. myrsinites,Esmyrs,nicht vorh,Knospe,Bud gall,6,0,6,3,3,"0,5",,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ15Emyrti,08.08.97,Norway,Finnmark,"S.-Varanger, Svanvik","69,45","30,05",16,myrtilloides,Linnaeus 1753,Euura,myrtilloides,Euura myrtilloides,Emyrti,Kopelke 1996,Sproß,Shoot gall,5,2,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ16Ehasta,09.08.97,Norway,Troms,Kafjordbotn,"69,4833333333","20,7833333333",98,hastata,Linnaeus 1753,Euura,hastatae,Euura hastatae,Ehasta,Malaise 1920,Knospe,Bud gall,151,0,151,87,64,"0,5761589404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ17Eboreo,09.08.97,Norway,Finnmark,"Kvaenangen, Gildetun","69,8666666667","21,65",86,glauca,Linnaeus 1753,Euura,boreoalpina,Euura boreoalpina,Eboreo,Kopelke 2001,Knospe,Bud gall,153,5,148,79,69,"0,5337837838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ18Ehasta,10.08.97,Finland,Lappin,Kilpisjärvi,"69,05","20,7833333333",522,hastata,Linnaeus 1753,Euura,hastatae,Euura hastatae,Ehasta,Malaise 1920,Knospe,Bud gall,52,0,52,33,19,"0,6346153846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ19Elanat,10.08.97,Finland,Lappin,Kilpisjärvi,"69,05","20,7833333333",522,lanata,Linnaeus 1753,Euura,lanatae,Euura lanatae,Elanat,Malaise 1920,Knospe,Bud gall,33,0,33,20,13,"0,6060606061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ20Eboreo,10.08.97,Finland,Lappin,Kilpisjärvi,"69,05","20,7833333333",522,glauca,Linnaeus 1753,Euura,boreoalpina,Euura boreoalpina,Eboreo,Kopelke 2001,Knospe,Bud gall,31,0,31,23,8,"0,7419354839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ21Elappc,10.08.97,Finland,Lappin,Kilpisjärvi,"69,05","20,7833333333",522,lapponum,Linnaeus 1753,Euura,lapponica,Euura lapponica,Elappc,Kopelke 1996,Sproß,Shoot gall,8,0,8,7,1,"0,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1997,1997SZ22Elappo,10.08.97,Finland,Lappin,Kilpisjärvi,"69,05","20,7833333333",522,lapponum,Linnaeus 1753,Euura,lappo,Euura lappo,Elappo,Malaise 1920,Knospe,Bud gall,153,0,153,102,51,"0,6666666667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ23Ephyli,10.08.97,Finland,Lappin,Kilpisjärvi,"69,05","20,7833333333",522,phylicifolia,Linnaeus 1753,Euura,phylicifoliae,Euura phylicifoliae,Ephyli,Kopelke 2001,Knospe,Bud gall,133,0,133,0,133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ24Ephyli,13.08.97,Sweden,Norrbotten,"Torne Träsk, Abisko","68,3166666667","18,85",465,phylicifolia,Linnaeus 1753,Euura,phylicifoliae,Euura phylicifoliae,Ephyli,Kopelke 2001,Knospe,Bud gall,15,0,15,3,12,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1997SZ25Esmyrs,13.08.97,Sweden,Norrbotten,"Torne Träsk, Abisko","68,3166666667","18,85",465,myrsinites,Linnaeus 1753,Euura,E. sp. / S. myrsinites,Euura E. sp. / S. myrsinites,Esmyrs,nicht vorh,Knospe,Bud gall,51,0,51,45,6,"0,8823529412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
